,country,year,sex,age,suicides_no,population
23152,45,2004,2,2,12,132163
23153,45,2004,2,3,9,143419
23154,45,2004,2,1,2,97051
23155,45,2004,1,1,2,102693
23156,45,2005,1,6,43,39044
23157,45,2005,1,5,108,189607
23158,45,2005,1,4,152,314730
23159,45,2005,1,3,59,154354
23160,45,2005,1,2,29,135934
23161,45,2005,2,6,18,88774
23162,45,2005,2,5,44,217991
23163,45,2005,2,4,37,302228
23164,45,2005,2,3,7,144701
23165,45,2005,2,2,5,128929
23166,45,2005,2,1,1,94970
23167,45,2005,1,1,0,100555
23168,45,2006,1,6,48,41789
23169,45,2006,1,5,142,194970
23170,45,2006,1,4,159,313755
23171,45,2006,1,3,45,157003
23172,45,2006,2,6,21,92452
23173,45,2006,2,5,45,220693
23174,45,2006,1,2,21,133542
23175,45,2006,2,4,33,301024
23176,45,2006,2,2,7,125724
23177,45,2006,2,3,8,146103
23178,45,2006,2,1,0,92937
23179,45,2006,1,1,0,98578
23180,45,2007,1,6,45,44241
23181,45,2007,1,5,112,199979
23182,45,2007,1,4,121,315897
23183,45,2007,1,3,42,159609
23184,45,2007,2,6,21,95826
23185,45,2007,2,5,31,223540
23186,45,2007,1,2,15,130849
23187,45,2007,2,4,32,300437
23188,45,2007,2,2,7,121715
23189,45,2007,2,3,8,146261
23190,45,2007,2,1,0,91679
23191,45,2007,1,1,0,97299
23192,45,2008,1,6,41,46547
23193,45,2008,1,5,96,206257
23194,45,2008,1,4,124,319105
23195,45,2008,1,2,28,131046
23196,45,2008,1,3,35,164191
23197,45,2008,2,6,17,99156
23198,45,2008,2,5,32,226771
23199,45,2008,2,4,25,299486
23200,45,2008,2,3,7,146036
23201,45,2008,2,2,3,118493
23202,45,2008,2,1,0,90499
23203,45,2008,1,1,0,96171
23204,45,2009,1,6,38,48622
23205,45,2009,1,5,117,211765
23206,45,2009,1,4,134,316752
23207,45,2009,1,3,43,162292
23208,45,2009,2,6,21,101714
23209,45,2009,2,5,38,230162
23210,45,2009,1,2,18,125503
23211,45,2009,2,4,33,298902
23212,45,2009,2,2,3,115384
23213,45,2009,2,3,2,145730
23214,45,2009,2,1,0,89801
23215,45,2009,1,1,0,95410
23216,45,2010,1,6,49,50887
23217,45,2010,1,5,107,217743
23218,45,2010,1,4,121,315209
23219,45,2010,1,2,25,121143
23220,45,2010,1,3,32,161002
23221,45,2010,2,5,35,234322
23222,45,2010,2,6,12,104453
23223,45,2010,2,4,25,297867
23224,45,2010,2,3,5,145274
23225,45,2010,1,1,2,95051
23226,45,2010,2,2,1,112313
23227,45,2010,2,1,0,89510
23228,45,2011,1,6,56,53258
23229,45,2011,1,5,132,222946
23230,45,2011,1,4,112,314052
23231,45,2011,2,6,20,106590
23232,45,2011,1,2,21,117052
23233,45,2011,1,3,26,157791
23234,45,2011,2,5,30,238651
23235,45,2011,2,4,30,297513
23236,45,2011,2,3,7,142978
23237,45,2011,2,2,1,109517
23238,45,2011,2,1,0,89373
23239,45,2011,1,1,0,94840
23240,45,2012,1,6,60,55583
23241,45,2012,1,5,118,227915
23242,45,2012,1,4,134,313295
23243,45,2012,1,3,28,155339
23244,45,2012,1,2,20,113220
23245,45,2012,2,5,38,242411
23246,45,2012,2,6,12,108527
23247,45,2012,2,4,19,296768
23248,45,2012,2,3,9,141197
23249,45,2012,2,1,1,89873
23250,45,2012,2,2,1,106474
23251,45,2012,1,1,0,95386
23252,45,2013,1,6,57,57600
23253,45,2013,1,5,121,231859
23254,45,2013,1,4,122,314098
23255,45,2013,1,3,36,153170
23256,45,2013,1,2,23,108938
23257,45,2013,2,6,20,110100
23258,45,2013,2,5,38,245775
23259,45,2013,2,4,18,295893
23260,45,2013,2,3,8,139622
23261,45,2013,2,2,2,102771
23262,45,2013,1,1,1,96956
23263,45,2013,2,1,0,91494
23264,45,2014,1,6,51,59850
23265,45,2014,1,5,110,236325
23266,45,2014,1,4,114,314707
23267,45,2014,1,3,33,149299
23268,45,2014,1,2,16,105581
23269,45,2014,2,6,15,112058
23270,45,2014,2,5,21,249169
23271,45,2014,2,4,21,295872
23272,45,2014,2,2,3,99794
23273,45,2014,2,3,3,136448
23274,45,2014,1,1,1,99080
23275,45,2014,2,1,0,93603
23276,45,2015,1,6,62,62345
23277,45,2015,1,5,120,239919
23278,45,2015,1,4,106,315248
23279,45,2015,1,3,29,144722
23280,45,2015,2,6,19,114010
23281,45,2015,2,5,40,252261
23282,45,2015,1,2,14,103331
23283,45,2015,2,4,23,295637
23284,45,2015,2,3,5,132806
23285,45,2015,2,2,3,97579
23286,45,2015,1,1,1,101184
23287,45,2015,2,1,0,95590
23288,79,1996,1,6,6,167328
23289,79,1996,1,3,32,3302060
23290,79,1996,1,4,36,4031071
23291,79,1996,1,5,10,1497309
23292,79,1996,1,2,27,4363896
23293,79,1996,2,5,8,1784403
23294,79,1996,2,6,1,319242
23295,79,1996,2,2,12,4384015
23296,79,1996,2,4,8,4301900
23297,79,1996,1,1,2,5115933
23298,79,1996,2,3,1,3428200
23299,79,1996,2,1,0,5078295
23300,79,1997,2,6,4,332140
23301,79,1997,1,5,16,1532172
23302,79,1997,1,3,20,3388675
23303,79,1997,1,6,1,174961
23304,79,1997,1,2,24,4465965
23305,79,1997,1,4,21,4141015
23306,79,1997,2,4,7,4431607
23307,79,1997,2,3,5,3508770
23308,79,1997,2,5,2,1839119
23309,79,1997,2,2,4,4474858
23310,79,1997,2,1,0,5099973
23311,79,1997,1,1,0,5138902
23312,79,1998,1,6,4,180629
23313,79,1998,1,3,41,3477929
23314,79,1998,1,4,42,4251380
23315,79,1998,1,2,35,4561233
23316,79,1998,1,5,12,1567615
23317,79,1998,2,6,2,343513
23318,79,1998,2,2,17,4559940
23319,79,1998,2,5,7,1894428
23320,79,1998,2,4,10,4559720
23321,79,1998,2,3,5,3587008
23322,79,1998,1,1,3,5145480
23323,79,1998,2,1,2,5103593
23324,79,1999,1,6,5,184389
23325,79,1999,1,3,64,3570497
23326,79,1999,1,4,71,4365175
23327,79,1999,1,2,58,4649933
23328,79,1999,1,5,17,1603221
23329,79,1999,2,6,3,354019
23330,79,1999,2,3,21,3664774
23331,79,1999,2,4,19,4689648
23332,79,1999,2,5,5,1949775
23333,79,1999,2,2,10,4640195
23334,79,1999,1,1,4,5140790
23335,79,1999,2,1,2,5095144
23336,79,2000,1,6,4,186160
23337,79,2000,1,4,79,4484198
23338,79,2000,1,3,56,3666534
23339,79,2000,1,5,24,1639109
23340,79,2000,1,2,41,4731845
23341,79,2000,2,3,16,3743453
23342,79,2000,2,2,18,4715537
23343,79,2000,2,4,18,4823228
23344,79,2000,2,6,1,364031
23345,79,2000,2,5,4,2005213
23346,79,2000,1,1,5,5129271
23347,79,2000,2,1,1,5079980
23348,79,2001,1,6,6,196844
23349,79,2001,1,3,102,3744470
23350,79,2001,1,4,99,4575178
23351,79,2001,1,2,86,4814340
23352,79,2001,1,5,15,1671023
23353,79,2001,2,2,27,4783006
23354,79,2001,2,4,21,4940098
23355,79,2001,2,3,15,3806836
23356,79,2001,2,5,6,2053745
23357,79,2001,1,1,4,5137175
23358,79,2001,2,1,3,5081802
23359,79,2001,2,6,0,381082
23360,79,2002,1,4,67,4667760
23361,79,2002,1,3,46,3829330
23362,79,2002,1,2,55,4895133
23363,79,2002,1,6,2,205605
23364,79,2002,1,5,14,1702348
23365,79,2002,2,2,26,4851340
23366,79,2002,2,6,1,396984
23367,79,2002,2,5,4,2102686
23368,79,2002,2,4,9,5057440
23369,79,2002,2,3,6,3871715
23370,79,2002,1,1,5,5141866
23371,79,2002,2,1,1,5081661
23372,79,2003,1,6,4,212092
23373,79,2003,1,3,61,3920433
23374,79,2003,1,4,58,4760427
23375,79,2003,2,6,5,411590
23376,79,2003,1,2,50,4970281
23377,79,2003,1,5,16,1735290
23378,79,2003,2,2,21,4917197
23379,79,2003,2,4,17,5172481
23380,79,2003,2,3,12,3937685
23381,79,2003,2,5,5,2154419
23382,79,2003,1,1,4,5143653
23383,79,2003,2,1,3,5079761
23384,79,2004,1,6,6,216088
23385,79,2004,1,3,90,4016137
23386,79,2004,1,4,88,4851225
23387,79,2004,1,5,31,1772427
23388,79,2004,1,2,71,5034637
23389,79,2004,2,2,29,4974786
23390,79,2004,2,4,27,5280926
23391,79,2004,2,3,20,4004871
23392,79,2004,2,6,2,424755
23393,79,2004,2,5,8,2212147
23394,79,2004,1,1,8,5142164
23395,79,2004,2,1,3,5075711
23396,79,2005,1,6,7,217456
23397,79,2005,1,3,123,4115079
23398,79,2005,1,4,113,4940028
23399,79,2005,1,2,84,5085130
23400,79,2005,1,5,26,1814968
23401,79,2005,2,6,6,436545
23402,79,2005,2,2,37,5019979
23403,79,2005,2,5,13,2277534
23404,79,2005,2,4,24,5380632
23405,79,2005,2,3,17,4074236
23406,79,2005,2,1,4,5068338
23407,79,2005,1,1,4,5136182
23408,79,2006,1,6,11,229481
23409,79,2006,1,3,147,4197897
23410,79,2006,1,4,113,5016840
23411,79,2006,1,5,39,1858272
23412,79,2006,1,2,98,5120804
23413,79,2006,2,6,5,455513
23414,79,2006,2,3,24,4128825
23415,79,2006,2,2,29,5047676
23416,79,2006,2,4,23,5474446
23417,79,2006,2,5,9,2340680
23418,79,2006,1,1,9,5138413
23419,79,2006,2,1,7,5070210
23420,79,2007,1,3,86,4286162
23421,79,2007,1,4,101,5090390
23422,79,2007,1,2,92,5143929
23423,79,2007,2,6,7,472676
23424,79,2007,1,5,25,1905779
23425,79,2007,1,6,3,239229
23426,79,2007,2,2,38,5065647
23427,79,2007,2,4,28,5558737
23428,79,2007,2,5,11,2411075
23429,79,2007,2,3,18,4186842
23430,79,2007,1,1,6,5142720
23431,79,2007,2,1,2,5074249
23432,79,2008,1,6,9,272288
23433,79,2008,1,3,103,3943063
23434,79,2008,1,4,112,4596136
23435,79,2008,1,2,92,4976793
23436,79,2008,1,5,27,1965744
23437,79,2008,2,2,35,5015977
23438,79,2008,2,4,26,5219348
23439,79,2008,2,3,20,4284107
23440,79,2008,2,6,2,464061
23441,79,2008,2,5,8,2481274
23442,79,2008,2,1,4,5197475
23443,79,2008,1,1,3,5264320
23444,79,2009,1,3,80,4482123
23445,79,2009,1,5,34,2011938
23446,79,2009,1,6,4,249921
23447,79,2009,1,4,79,5245122
23448,79,2009,1,2,77,5166324
23449,79,2009,2,2,36,5087135
23450,79,2009,2,6,3,502919
23451,79,2009,2,4,25,5714588
23452,79,2009,2,3,18,4321786
23453,79,2009,2,5,8,2569004
23454,79,2009,1,1,6,5162677
23455,79,2009,2,1,2,5093511
23456,79,2010,1,6,9,250341
23457,79,2010,1,3,106,4588964
23458,79,2010,1,5,35,2069020
23459,79,2010,1,4,85,5336625
23460,79,2010,1,2,56,5175095
23461,79,2010,2,6,4,516647
23462,79,2010,2,2,32,5099408
23463,79,2010,2,4,28,5795087
23464,79,2010,2,3,20,4402203
23465,79,2010,2,5,8,2654031
23466,79,2010,1,1,8,5179048
23467,79,2010,2,1,2,5109731
23468,79,2011,1,3,88,4671416
23469,79,2011,1,4,87,5470606
23470,79,2011,1,2,77,5175523
23471,79,2011,1,5,28,2131366
23472,79,2011,1,6,2,262348
23473,79,2011,2,6,4,538536
23474,79,2011,2,2,34,5097135
23475,79,2011,2,3,15,4483203
23476,79,2011,2,5,7,2742168
23477,79,2011,2,4,13,5909995
23478,79,2011,2,1,2,5126281
23479,79,2011,1,1,1,5198162
23480,79,2012,1,6,8,271907
23481,79,2012,1,3,128,4757896
23482,79,2012,1,2,107,5178479
23483,79,2012,1,5,35,2198707
23484,79,2012,1,4,88,5612118
23485,79,2012,2,2,48,5096625
23486,79,2012,2,5,13,2837036
23487,79,2012,2,4,26,6027847
23488,79,2012,2,3,19,4571162
23489,79,2012,2,6,1,559272
23490,79,2012,2,1,7,5149736
23491,79,2012,1,1,7,5223471
23492,79,2013,1,3,164,4845315
23493,79,2013,1,2,119,5182542
23494,79,2013,1,4,128,5759158
23495,79,2013,1,5,44,2270829
23496,79,2013,1,6,5,278931
23497,79,2013,2,6,4,578958
23498,79,2013,2,3,32,4661719
23499,79,2013,2,2,32,5097679
23500,79,2013,2,5,15,2938056
23501,79,2013,2,4,29,6147849
23502,79,2013,2,1,8,5178408
23503,79,2013,1,1,7,5253255
23504,79,2014,1,3,154,4927939
23505,79,2014,1,6,8,283529
23506,79,2014,1,2,126,5186816
23507,79,2014,1,4,127,5910695
23508,79,2014,1,5,40,2347004
23509,79,2014,2,2,50,5100812
23510,79,2014,2,3,32,4747193
23511,79,2014,2,4,23,6270420
23512,79,2014,2,5,11,3044479
23513,79,2014,2,6,2,597700
23514,79,2014,1,1,4,5285360
23515,79,2014,2,1,3,5210182
23516,79,2015,1,6,8,285743
23517,79,2015,1,3,126,5001052
23518,79,2015,1,2,90,5190482
23519,79,2015,1,5,41,2426511
23520,79,2015,1,4,101,6066751
23521,79,2015,2,2,34,5105930
23522,79,2015,2,3,27,4822164
23523,79,2015,2,4,26,6396045
23524,79,2015,2,6,2,615701
23525,79,2015,2,5,10,3155486
23526,79,2015,1,1,11,5318168
23527,79,2015,2,1,6,5243427
23528,31,1985,1,6,305,691500
23529,31,1985,1,5,624,3115900
23530,31,1985,2,6,131,1174800
23531,31,1985,1,4,497,4471200
23532,31,1985,1,3,219,2712700
23533,31,1985,2,5,277,3683300
23534,31,1985,1,2,176,3330600
23535,31,1985,2,4,174,4544800
23536,31,1985,2,3,59,2677200
23537,31,1985,2,2,43,3195300
23538,31,1985,1,1,8,3295100
23539,31,1985,2,1,1,3104600
23540,31,1986,1,6,305,711500
23541,31,1986,1,5,677,3178900
23542,31,1986,1,4,538,4478200
23543,31,1986,2,6,127,1211300
23544,31,1986,1,3,265,2772100
23545,31,1986,2,5,301,3738800
23546,31,1986,1,2,227,3353400
23547,31,1986,2,4,157,4547100
23548,31,1986,2,3,75,2735700
23549,31,1986,2,2,54,3207300
23550,31,1986,1,1,20,3239500
23551,31,1986,2,1,9,3049200
23552,31,1987,1,6,335,736300
23553,31,1987,1,5,693,3244700
23554,31,1987,1,4,479,4474500
23555,31,1987,2,6,127,1261300
23556,31,1987,1,3,277,2833500
23557,31,1987,2,5,320,3808600
23558,31,1987,1,2,216,3362100
23559,31,1987,2,4,180,4549700
23560,31,1987,2,3,90,2801900
23561,31,1987,2,2,68,3213800
23562,31,1987,1,1,17,3161900
23563,31,1987,2,1,2,2977400
23564,31,1988,1,6,354,755200
23565,31,1988,1,5,651,3307000
23566,31,1988,2,6,156,1297500
23567,31,1988,1,4,537,4483800
23568,31,1988,1,3,303,2906400
23569,31,1988,1,2,284,3371400
23570,31,1988,2,5,324,3864700
23571,31,1988,2,4,191,4554500
23572,31,1988,2,3,79,2870100
23573,31,1988,2,2,59,3215500
23574,31,1988,1,1,21,3077100
23575,31,1988,2,1,1,2894100
23576,31,1989,1,6,359,771500
23577,31,1989,1,5,679,3366700
23578,31,1989,1,4,557,4499700
23579,31,1989,2,6,152,1330200
23580,31,1989,1,3,316,2980700
23581,31,1989,1,2,284,3374700
23582,31,1989,2,5,325,3919400
23583,31,1989,2,4,154,4564900
23584,31,1989,2,3,77,2936900
23585,31,1989,2,2,60,3213700
23586,31,1989,1,1,18,2981100
23587,31,1989,2,1,6,2800900
23588,31,1990,1,6,404,785000
23589,31,1990,1,5,666,3421900
23590,31,1990,2,6,175,1359100
23591,31,1990,1,3,325,3053500
23592,31,1990,1,4,481,4525600
23593,31,1990,2,5,308,3971400
23594,31,1990,1,2,240,3371500
23595,31,1990,2,4,171,4584100
23596,31,1990,2,3,90,3001500
23597,31,1990,2,2,54,3206700
23598,31,1990,1,1,19,2878900
23599,31,1990,2,1,6,2702200
23600,31,1991,1,6,350,795900
23601,31,1991,1,5,732,3467000
23602,31,1991,2,6,172,1384500
23603,31,1991,1,3,326,3119800
23604,31,1991,1,4,473,4568000
23605,31,1991,2,5,299,4013100
23606,31,1991,1,2,238,3364700
23607,31,1991,2,4,148,4620300
23608,31,1991,2,3,82,3059300
23609,31,1991,2,2,71,3196500
23610,31,1991,1,1,20,2770700
23611,31,1991,2,1,5,2598300
23612,31,1992,1,6,390,812200
23613,31,1992,1,5,655,3495400
23614,31,1992,1,3,338,3155200
23615,31,1992,1,4,490,4623700
23616,31,1992,2,6,151,1432300
23617,31,1992,1,2,225,3331200
23618,31,1992,2,5,263,4048900
23619,31,1992,2,4,157,4685500
23620,31,1992,2,3,66,3104800
23621,31,1992,2,2,42,3175900
23622,31,1992,1,1,6,2647400
23623,31,1992,2,1,3,2488400
23624,31,1993,1,6,366,838900
23625,31,1993,1,5,690,3563100
23626,31,1993,1,4,588,4692900
23627,31,1993,1,3,377,3122600
23628,31,1993,2,6,144,1469100
23629,31,1993,1,2,246,3354900
23630,31,1993,2,5,295,4089500
23631,31,1993,2,4,168,4741500
23632,31,1993,2,3,92,3057000
23633,31,1993,2,2,53,3210400
23634,31,1993,1,1,16,2554000
23635,31,1993,2,1,2,2428200
23636,31,1994,1,6,381,857200
23637,31,1994,1,5,739,3579300
23638,31,1994,1,3,418,3161200
23639,31,1994,1,4,628,4783200
23640,31,1994,2,6,150,1502900
23641,31,1994,1,2,253,3334000
23642,31,1994,2,5,286,4103900
23643,31,1994,2,4,168,4829500
23644,31,1994,2,3,80,3089200
23645,31,1994,2,2,56,3190200
23646,31,1994,1,1,10,2447200
23647,31,1994,2,1,2,2325300
23648,31,1995,1,6,397,880700
23649,31,1995,1,5,718,3583900
23650,31,1995,1,3,398,3196300
23651,31,1995,1,4,600,4882200
23652,31,1995,2,6,158,1541300
23653,31,1995,1,2,287,3297800
23654,31,1995,2,5,273,4106700
23655,31,1995,2,4,183,4928000
23656,31,1995,2,3,69,3118000
23657,31,1995,2,2,65,3156100
23658,31,1995,1,1,8,2351100
23659,31,1995,2,1,1,2233200
23660,31,1996,1,6,403,909200
23661,31,1996,1,5,716,3585800
23662,31,1996,1,4,643,4980500
23663,31,1996,1,3,406,3228500
23664,31,1996,2,6,161,1585000
23665,31,1996,1,2,278,3245600
23666,31,1996,2,5,298,4106800
23667,31,1996,2,4,222,5026000
23668,31,1996,2,3,110,3144900
23669,31,1996,2,2,70,3106900
23670,31,1996,2,1,8,2153000
23671,31,1996,1,1,5,2269000
23672,31,1997,1,6,464,942200
23673,31,1997,1,5,702,3593200
23674,31,1997,1,4,673,5072000
23675,31,1997,1,3,421,3257100
23676,31,1997,2,6,186,1633100
23677,31,1997,1,2,257,3177500
23678,31,1997,2,5,292,4112300
23679,31,1997,2,4,207,5117000
23680,31,1997,2,3,87,3169000
23681,31,1997,2,2,70,3042300
23682,31,1997,1,1,9,2202500
23683,31,1997,2,1,5,2086800
23684,31,1998,1,6,451,977600
23685,31,1998,1,5,702,3602900
23686,31,1998,1,3,443,3282800
23687,31,1998,1,4,650,5160800
23688,31,1998,2,6,155,1683900
23689,31,1998,1,2,249,3095400
23690,31,1998,2,5,257,4120800
23691,31,1998,2,4,203,5204500
23692,31,1998,2,3,99,3190600
23693,31,1998,2,2,44,2963300
23694,31,1998,2,1,4,2030500
23695,31,1998,1,1,4,2145800
23696,31,1999,1,6,453,1030780
23697,31,1999,1,5,681,3645758
23698,31,1999,1,4,689,5278476
23699,31,1999,1,3,368,3349113
23700,31,1999,2,6,171,1752702
23701,31,1999,2,5,309,4152474
23702,31,1999,1,2,218,3024035
23703,31,1999,2,4,204,5320218
23704,31,1999,2,2,61,2890218
23705,31,1999,2,3,64,3242804
23706,31,1999,1,1,2,2109838
23707,31,1999,2,1,0,1992855
23708,31,2000,1,6,488,1085540
23709,31,2000,1,5,710,3711409
23710,31,2000,1,4,742,5461859
23711,31,2000,1,3,400,3377214
23712,31,2000,2,6,165,1821548
23713,31,2000,1,2,229,2984879
23714,31,2000,2,5,285,4176546
23715,31,2000,2,4,216,5498932
23716,31,2000,2,3,107,3274904
23717,31,2000,2,2,43,2846326
23718,31,2000,1,1,6,2096540
23719,31,2000,2,1,3,1984299
23720,31,2001,1,6,462,1126029
23721,31,2001,1,5,658,3750171
23722,31,2001,1,4,702,5607814
23723,31,2001,1,3,407,3456947
23724,31,2001,2,6,160,1873657
23725,31,2001,1,2,194,2913033
23726,31,2001,2,5,228,4211088
23727,31,2001,2,4,234,5635311
23728,31,2001,2,3,93,3333937
23729,31,2001,2,2,40,2774641
23730,31,2001,1,1,7,2070400
23731,31,2001,2,1,4,1960476
23732,31,2002,1,6,498,1171341
23733,31,2002,1,5,688,3804296
23734,31,2002,1,4,752,5784305
23735,31,2002,1,3,414,3566812
23736,31,2002,2,6,154,1934508
23737,31,2002,1,2,196,2855801
23738,31,2002,2,5,268,4260724
23739,31,2002,2,4,245,5794565
23740,31,2002,2,3,103,3417162
23741,31,2002,2,2,46,2719911
23742,31,2002,1,1,7,2069866
23743,31,2002,2,1,1,1961320
23744,31,2003,1,6,523,1219166
23745,31,2003,1,5,676,3855429
23746,31,2003,1,4,799,5955985
23747,31,2003,1,3,459,3667417
23748,31,2003,2,6,162,1997884
23749,31,2003,1,2,191,2795116
23750,31,2003,2,5,250,4309104
23751,31,2003,2,4,266,5948492
23752,31,2003,2,3,93,3492577
23753,31,2003,2,2,56,2663400
23754,31,2003,1,1,2,2075819
23755,31,2003,2,1,1,1967167
23756,31,2004,1,6,498,1269270
23757,31,2004,1,5,659,3906640
23758,31,2004,1,4,887,6135485
23759,31,2004,1,3,421,3758199
23760,31,2004,2,6,183,2064141
23761,31,2004,1,2,175,2735115
23762,31,2004,2,5,261,4356779
23763,31,2004,2,4,267,6105697
23764,31,2004,2,3,89,3558696
23765,31,2004,2,2,56,2605983
23766,31,2004,1,1,11,2084465
23767,31,2004,2,1,1,1975353
23768,31,2005,1,6,508,1321048
23769,31,2005,1,5,663,3959581
23770,31,2005,1,4,829,6325167
23771,31,2005,1,3,402,3844965
23772,31,2005,2,6,166,2131394
23773,31,2005,2,5,277,4405181
23774,31,2005,1,2,164,2683966
23775,31,2005,2,4,228,6266642
23776,31,2005,2,3,117,3615897
23777,31,2005,2,2,38,2553272
23778,31,2005,1,1,4,2099387
23779,31,2005,2,1,3,1988979
23780,31,2006,1,6,491,1374287
23781,31,2006,1,5,676,4010241
23782,31,2006,1,4,822,6515790
23783,31,2006,1,3,368,3903848
23784,31,2006,2,6,144,2199499
23785,31,2006,1,2,153,2635454
23786,31,2006,2,5,217,4450959
23787,31,2006,2,4,245,6427029
23788,31,2006,2,3,87,3653351
23789,31,2006,2,2,39,2504340
23790,31,2006,2,1,3,2011294
23791,31,2006,1,1,2,2122756
23792,31,2007,1,6,536,1424885
23793,31,2007,1,5,633,4065846
23794,31,2007,1,4,841,6733333
23795,31,2007,1,3,332,3962434
23796,31,2007,2,6,146,2265062
23797,31,2007,2,5,248,4502070
23798,31,2007,1,2,114,2609810
23799,31,2007,2,4,275,6607654
23800,31,2007,2,3,97,3690155
23801,31,2007,2,2,30,2477304
23802,31,2007,1,1,7,2161485
23803,31,2007,2,1,5,2047289
23804,31,2008,1,6,484,1470360
23805,31,2008,1,5,701,4119213
23806,31,2008,1,4,972,6933625
23807,31,2008,1,3,379,3966630
23808,31,2008,2,6,154,2324904
23809,31,2008,2,5,247,4552840
23810,31,2008,1,2,138,2581615
23811,31,2008,2,4,261,6786588
23812,31,2008,2,3,87,3705581
23813,31,2008,2,2,30,2456366
23814,31,2008,2,1,2,2092458
23815,31,2008,1,1,2,2209304
23816,31,2009,1,6,517,1514292
23817,31,2009,1,5,714,4165673
23818,31,2009,1,4,945,7078821
23819,31,2009,1,3,344,3882169
23820,31,2009,2,6,149,2382502
23821,31,2009,1,2,139,2527370
23822,31,2009,2,5,227,4595765
23823,31,2009,2,4,274,6917215
23824,31,2009,2,3,80,3645416
23825,31,2009,2,2,32,2405171
23826,31,2009,1,1,7,2247483
23827,31,2009,2,1,1,2128209
23828,31,2010,1,6,488,1554056
23829,31,2010,1,5,635,4217377
23830,31,2010,1,4,971,7176013
23831,31,2010,1,3,272,3734261
23832,31,2010,2,6,120,2436769
23833,31,2010,2,5,207,4648706
23834,31,2010,1,2,99,2455458
23835,31,2010,2,4,281,7026589
23836,31,2010,2,3,59,3550860
23837,31,2010,2,2,23,2348349
23838,31,2010,1,1,3,2285012
23839,31,2010,2,1,0,2161906
23840,31,2011,1,6,514,1587724
23841,31,2011,1,5,603,4282522
23842,31,2011,1,4,942,7264343
23843,31,2011,1,3,282,3561829
23844,31,2011,2,6,133,2482153
23845,31,2011,2,5,230,4716571
23846,31,2011,2,4,290,7123072
23847,31,2011,1,2,93,2391304
23848,31,2011,2,3,70,3430347
23849,31,2011,2,2,21,2294452
23850,31,2011,2,1,1,2190917
23851,31,2011,1,1,1,2317337
23852,31,2012,1,6,571,1655129
23853,31,2012,1,5,695,4411118
23854,31,2012,1,4,1016,7529797
23855,31,2012,1,3,318,3431219
23856,31,2012,2,6,143,2583804
23857,31,2012,1,2,120,2380360
23858,31,2012,2,5,230,4772892
23859,31,2012,2,4,333,7311647
23860,31,2012,2,3,74,3332672
23861,31,2012,2,2,34,2275761
23862,31,2012,1,1,4,2384853
23863,31,2012,2,1,1,2249607
23864,31,2013,1,6,530,1676659
23865,31,2013,1,5,812,4513382
23866,31,2013,1,4,1174,7548690
23867,31,2013,1,3,260,3221833
23868,31,2013,2,6,173,2610418
23869,31,2013,2,5,287,4877060
23870,31,2013,1,2,131,2330807
23871,31,2013,2,4,373,7349605
23872,31,2013,2,3,79,3167837
23873,31,2013,2,2,45,2226350
23874,31,2013,1,1,6,2422042
23875,31,2013,2,1,3,2282942
23876,31,2014,1,6,587,1677547
23877,31,2014,1,5,759,4639848
23878,31,2014,1,4,1184,7552174
23879,31,2014,1,3,268,3040808
23880,31,2014,2,6,157,2611618
23881,31,2014,1,2,136,2297600
23882,31,2014,2,5,294,5008921
23883,31,2014,2,4,380,7373279
23884,31,2014,2,3,86,3012206
23885,31,2014,2,2,50,2191362
23886,31,2014,2,1,6,2312052
23887,31,2014,1,1,4,2455356
23888,31,2015,1,6,573,1693221
23889,31,2015,1,5,736,4750328
23890,31,2015,1,4,1015,7551081
23891,31,2015,1,3,241,2897590
23892,31,2015,2,6,168,2624796
23893,31,2015,2,5,281,5125562
23894,31,2015,2,4,360,7389698
23895,31,2015,1,2,109,2287320
23896,31,2015,2,3,66,2884411
23897,31,2015,2,2,47,2177807
23898,31,2015,1,1,7,2475209
23899,31,2015,2,1,1,2329505
23900,17,1985,1,6,144,115000
23901,17,1985,1,2,1432,1673000
23902,17,1985,1,3,1024,1288000
23903,17,1985,1,5,443,680000
23904,17,1985,2,2,943,1652000
23905,17,1985,1,4,824,1469000
23906,17,1985,2,3,426,1268000
23907,17,1985,2,6,23,106000
23908,17,1985,2,4,203,1402000
23909,17,1985,2,5,80,600000
23910,17,1985,1,1,71,1836000
23911,17,1985,2,1,55,1768000
23912,17,1986,1,6,145,117200
23913,17,1986,1,3,1045,1310300
23914,17,1986,1,2,1304,1702300
23915,17,1986,1,5,461,690600
23916,17,1986,1,4,851,1495400
23917,17,1986,2,2,804,1680400
23918,17,1986,2,3,365,1290400
23919,17,1986,2,6,22,109400
23920,17,1986,2,4,193,1425200
23921,17,1986,2,5,72,611700
23922,17,1986,1,1,48,1868800
23923,17,1986,2,1,35,1799700
23924,17,1996,1,6,146,191662
23925,17,1996,1,5,648,919081
23926,17,1996,1,3,918,1524411
23927,17,1996,1,4,1211,2095820
23928,17,1996,1,2,768,1772399
23929,17,1996,2,2,500,1726757
23930,17,1996,2,3,284,1516469
23931,17,1996,2,6,30,196180
23932,17,1996,2,4,228,2135855
23933,17,1996,2,5,102,966021
23934,17,1996,1,1,37,1840930
23935,17,1996,2,1,26,1768842
23936,17,1997,1,6,181,195537
23937,17,1997,1,3,1109,1514832
23938,17,1997,1,5,649,930446
